"Date","Invocation","Log"
"22/04/2026 21:45:00","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\3.2 MB.jpg' dans 'C:\Users\sense\Downloads\Patti.Smith.2026.Le.Pain.Des.Anges.French.Epub-NoGRP.epub'"
"23/04/2026 23:26:14","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"23/04/2026 23:32:10","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"24/04/2026 19:49:36","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"24/04/2026 19:49:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Insolation+(Emilia+Pardo+Bazan+Emilia+Pardo+Bazán).epub'"
"24/04/2026 19:49:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Juste+un+peu+damour+(Michèle+Halberstadt+Michèle+Halberstadt).epub'"
"24/04/2026 19:49:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\La+géométrie+du+coeur+-+tome+2+(Unknown).epub'"
"24/04/2026 19:49:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\La+Philosophie+en+50+notions+clés+pour+les+Nuls,+3e+éd.+(Christian+Godin).epub'"
"24/04/2026 19:49:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\La+Police+du+Temps+-+Tome+02+Les+Temps+changent+(Jodi+Taylor).epub'"
"24/04/2026 19:49:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+police+du+temps+T1+-+Jodi+Taylor.epub'"
"24/04/2026 19:49:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Le+bateau-feu+suivi+de+Fin+de+guerre+(Siegfried+LENZ).epub'"
"24/04/2026 19:49:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Le+Livre+de+lintranquillité+(Fernando+Pessoa).epub'"
"24/04/2026 19:49:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Le+piège+(Olivier+Bal).epub'"
"24/04/2026 19:49:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Leau+est+plus+précieuse+que+le+temps+(Ginevra+Lamberti+Ginevra+Lamberti).epub'"
"24/04/2026 19:49:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Peter+Pan+et+Wendy+(James+Matthew+Barrie).epub'"
"24/04/2026 19:49:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Terra+murata+(Laura+Ulonati).epub'"
"24/04/2026 19:49:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Un+jour,+le+Diable+(Collectif).epub'"
"24/04/2026 19:52:31","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"24/04/2026 19:58:06","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"26/04/2026 22:01:20","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"26/04/2026 22:01:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Concevoir+des+applications+avec+des+agents+IA+-+Agents+IA,+guide+pratique+de+déploiement+(Michael+Albada).epub'"
"26/04/2026 22:01:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\De+la+cage+à+labattoir+(Mickaël+Labbé).epub'"
"26/04/2026 22:01:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Derelict+(Nolwenn+Moon).epub'"
"26/04/2026 22:01:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\4.80 MB.jpg' dans 'C:\Users\sense\Downloads\Dune+decrypte+-+Michael+Pardon.epub'"
"26/04/2026 22:01:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Ecouter+son+âme+(Eileen+Caddy).epub'"
"26/04/2026 22:01:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Eux+deux+(Luc+BLANVILLAIN+Luc+Blanvillain).epub'"
"26/04/2026 22:01:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\La+chute+de+Luis+Ocaña+dans+le+col+de+Menté+(Christian+Laborde).epub'"
"26/04/2026 22:01:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\La+manche+coupée+(Wuxia+Ameng+Pierrick+Rivet).epub'"
"26/04/2026 22:01:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\La+mécanique+de+lemprise+(Benoit+Judde,+Amélie+Dumaine).epub'"
"26/04/2026 22:01:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Le+livre+de+verre+(Jean-Pierre+Lemaire).epub'"
"26/04/2026 22:01:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Le+Pèse-Dieu+(Ian+Soliane).epub'"
"26/04/2026 22:01:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Les+amours+en+fuite+(Barry,+Kevin).epub'"
"26/04/2026 22:01:23","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Que+rien+ne+fane+(Noëlle+Michel).epub'"
"26/04/2026 22:01:23","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB 5MB.jpg' dans 'C:\Users\sense\Downloads\Tarik+ou+la+conquête+d'Allah+-Patrick+Girard+.epub'"
"26/04/2026 22:01:23","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Un+thriller+d’espionnage+de+Lara+King+13+Atout+numéro+treize+(Jack+Mars).epub'"
"26/04/2026 22:01:23","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\la-guerre-des-dragons-t1-le-reveil-des-tenebres_books.epub' dans 'C:\Users\sense\Downloads\une-autre-histoire-de-france_bookys.epub'"
"26/04/2026 22:01:24","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"28/04/2026 07:12:58","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"28/04/2026 07:13:00","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.50 MB.jpg' dans 'C:\Users\sense\Downloads\Aude.Walker.2026.La.Plage.Noire.French.Epub-NoGRP.epub'"
"28/04/2026 07:13:00","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Bergthora.Snaebjornsdottir.2026.La.Congregation.Des.Magnifiques.French.Epub-NoGRP.epub'"
"28/04/2026 07:13:00","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Clemence.Chambeslin.2026.Ce.Que.Chante.Edmee.French.Epub-NoGRP.epub'"
"28/04/2026 07:13:00","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Didier.Decoin.2026.Maypops.French.Epub-NoGRP.epub'"
"28/04/2026 07:13:00","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\3 MB.jpg' dans 'C:\Users\sense\Downloads\Gregoire.Bouillier.2026.Un.Printemps.Avec.Arsene.Lupin.French.Epub-NoGRP.epub'"
"28/04/2026 07:13:00","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\4.80 MB.jpg' dans 'C:\Users\sense\Downloads\Niels.Labuzan.2026.Saigon.French.Epub-NoGRP.epub'"
"28/04/2026 07:13:00","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Romain.Giraud.2026.Predateurs.French.Epub-NoGRP.epub'"
"28/04/2026 07:13:04","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"28/04/2026 22:53:59","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"28/04/2026 22:54:01","Batch-Delete-BigFileinEpub","<Action> Suppression de 'js\Salamandre et dragone.epub' dans 'C:\Users\sense\Downloads\l-autre-moi-5_bookys.epub'"
"29/04/2026 19:25:19","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"29/04/2026 19:25:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\À+leur+place+Roman+dystopique+enquête+dans+une+société+où+la+justice+s’achète+—+entre+Hunger+Games+et+La+Servante+écarlate…+(Lucy+Waterman).epub'"
"29/04/2026 19:25:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\En+veilleuse+(Matt+Sumell).epub'"
"29/04/2026 19:25:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Éric+Fouassier+-+Le+chant+maléfique.epub'"
"29/04/2026 19:25:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'js\dictionnaire-amoureux-de-lesprit-francais-arditi-metin-bookys.epub' dans 'C:\Users\sense\Downloads\le-bureau-des-affaires-occultes-t5-les-archanges-de-la-nuit_bookys.epub'"
"29/04/2026 19:25:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'misc\devenir-bookys.epub' dans 'C:\Users\sense\Downloads\les-yakuzas-t2-l-heritier_bookys.epub'"
"29/04/2026 19:25:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Les+Fantômes+de+la+Sierra+Maestra+(Paul+E.+Ohl).epub'"
"29/04/2026 19:25:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Les+Nuits+de+la+peur+bleue+-+Éric+Fouassier.epub'"
"29/04/2026 19:25:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Lheure+des+gentlemen+(Don+Winslow).epub'"
"29/04/2026 19:25:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.30 MB.jpg' dans 'C:\Users\sense\Downloads\Mario.Vargas.Llosa.2026.Conversation.A.La.Catedral.French.Epub-NoGRP.epub'"
"29/04/2026 19:25:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Personne+ne+meurt+innocent+(Ezekiel+Rowe).epub'"
"29/04/2026 19:25:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Sherlock+Holmes+aux+portes+de+la+guerre+(Ben+Stevens).epub'"
"29/04/2026 19:25:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Sherlock+Holmes+et+les+Mineurs+Morts+-+Ben+Stevens.epub'"
"29/04/2026 19:25:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Media\Images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Silvercloak+T.1+-+Silvercloak+(L.+K.+STEVEN).epub'"
"29/04/2026 19:25:22","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Sous+la+peau+du+cauchemar+Recueil+de+nouvelles+fantastiques+et+psychologiques+(French+Edition)+(Fleur+Meuron).epub'"
"29/04/2026 19:25:27","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"30/04/2026 00:10:38","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"30/04/2026 00:10:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Le+Dernier+fils+des+dieux+(Jean+Baret).epub'"
"01/05/2026 19:21:38","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"01/05/2026 19:21:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Aux+filles+de+couleur+qui+ont+déjà+pensé+au+suicide+quand+l’arc-en-ciel+est+sufizan+(Ntozake+Shange).epub'"
"01/05/2026 19:21:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\EPUB 5MB.jpg' dans 'C:\Users\sense\Downloads\Cent+pensées+dÉlisabeth+Leseur+(Elisabeth+Leseur)+.epub'"
"01/05/2026 19:21:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'Misc\le-superpouvoir-de-l-ia_bookys.epub' dans 'C:\Users\sense\Downloads\elle-s-est-arretee-sur-l-a10_bookys.epub'"
"01/05/2026 19:21:40","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.50 MB.jpg' dans 'C:\Users\sense\Downloads\La+menace+Omega+-+Adrian+D'Hage.epub'"
"01/05/2026 19:21:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'Ops\images\5 MB.jpg' dans 'C:\Users\sense\Downloads\Le+Monstre+De+Metal+-+Abraham+Merritt.epub'"
"01/05/2026 19:21:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\LÉnigme+Odette+L.+(Michel+Dubreuil).epub'"
"01/05/2026 19:21:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Media\Images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Profileuse+(+etc.).epub'"
"01/05/2026 19:21:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Traversée+(Lafon+Marie-Hélène).epub'"
"01/05/2026 19:22:24","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"01/05/2026 19:23:14","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'F:\livres\calibre\ebooks\Alain Bauer\Menace sur Taiwan (28518)\Menace sur Taiwan - Alain Bauer.epub'"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'F:\livres\calibre\ebooks\Alain Bauer\Operation Zelensky (28457)\Operation Zelensky - Alain Bauer.epub'"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'F:\livres\calibre\ebooks\Alain Bauer\Trump le pouvoir des mots (28952)\Trump le pouvoir des mots - Alain Bauer.epub'"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Alain Van Der Eecken\Des lendemains qui hantent (27580)\Des lendemains qui hantent - Alain Van Der Eecken.epub'"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\1,27 MB.jpg' dans 'F:\livres\calibre\ebooks\Alan Moore\Illuminations (28148)\Illuminations - Alan Moore.epub'"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\1,27 MB.jpg' dans 'F:\livres\calibre\ebooks\Alasdair Gray\Lanark (28107)\Lanark - Alasdair Gray.epub'"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Alexandro Jodorowsky\La sagesse des contes (27698)\La sagesse des contes - Alexandro Jodorowsky.epub'"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Alexis Laipsker\Le mangeur d'ames (28031)\Le mangeur d'ames - Alexis Laipsker.epub'"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\content' dans 'F:\livres\calibre\ebooks\Amelie Nothomb\Premier sang (28568)\Premier sang - Amelie Nothomb.epub'"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\content' dans 'F:\livres\calibre\ebooks\Andrzej Sapkowski\La Route d'ou l'on ne revient pas (28465)\La Route d'ou l'on ne revient p - Andrzej Sapkowski.epub'"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\content' dans 'F:\livres\calibre\ebooks\Andrzej Sapkowski\La Trilogie hussite T2 _ Les Guerr (28468)\La Trilogie hussite T2 _ Les Gu - Andrzej Sapkowski.epub'"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'F:\livres\calibre\ebooks\Andrzej Sapkowski\La Trilogie hussite T3 _ Lux Perpe (28467)\La Trilogie hussite T3 _ Lux Pe - Andrzej Sapkowski.epub'"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Anne Peyrouse\Encore temps de rebrousser chemin (27744)\Encore temps de rebrousser chem - Anne Peyrouse.epub'"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Anne-Lise Besnier\La vieille qui cassait la baraque (27893)\La vieille qui cassait la baraq - Anne-Lise Besnier.epub'"
"01/05/2026 19:25:02","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Arimasa OSAWA\Le requin de Shinjuku (27705)\Le requin de Shinjuku - Arimasa OSAWA.epub'"
"01/05/2026 19:25:03","Batch-Delete-BigFileinEpub","<Action> Suppression de 'misc\La Ferme - Tom Abrahams.epub' dans 'F:\livres\calibre\ebooks\Arnaud CODEVILLE\L'Arche des Tenebres (28526)\L'Arche des Tenebres - Arnaud CODEVILLE.epub'"
"01/05/2026 19:25:03","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Barouk Salame\Arabian thriller (27403)\Arabian thriller - Barouk Salame.epub'"
"01/05/2026 19:25:03","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Barouk Salame\Le testament syriaque (27401)\Le testament syriaque - Barouk Salame.epub'"
"01/05/2026 19:25:03","Batch-Delete-BigFileinEpub","<Action> Suppression de 'Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Barouk Salame\Une guerre de genies, de heros et (27404)\Une guerre de genies, de heros - Barouk Salame.epub'"
"01/05/2026 19:25:03","Batch-Delete-BigFileinEpub","<Action> Suppression de 'misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Barry Eisler\L'inspectrice Livia Lone-T3-Le Pac (27742)\L'inspectrice Livia Lone-T3-Le - Barry Eisler.epub'"
"01/05/2026 19:25:03","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\misc\04. FOURTH WING by Rebecca Yarros.epub' dans 'F:\livres\calibre\ebooks\Benjamin Fogel\Les evades du convoi 53 (29133)\Les evades du convoi 53 - Benjamin Fogel.epub'"
"01/05/2026 19:25:03","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'F:\livres\calibre\ebooks\Bill Clinton\Le premier gentleman (28525)\Le premier gentleman - Bill Clinton.epub'"
"01/05/2026 19:25:03","Batch-Delete-BigFileinEpub","<Action> Suppression de 'misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Blair Daniels\Ne crie pas (27743)\Ne crie pas - Blair Daniels.epub'"
"01/05/2026 19:25:03","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Blake Pierce\Le Visage de la Rage (Les Mysteres (27874)\Le Visage de la Rage (Les Myste - Blake Pierce.epub'"
"01/05/2026 19:25:03","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Blake Pierce\Meurtre (et Baklava) (Un voyage eu (27880)\Meurtre (et Baklava) (Un voyage - Blake Pierce.epub'"
"01/05/2026 19:25:03","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Bo Svernstrom\Victimes (27973)\Victimes - Bo Svernstrom.epub'"
"01/05/2026 19:25:03","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\1 MB.jpg' dans 'F:\livres\calibre\ebooks\Bryan Perro\Creatures du chaos _ Le vampire de (28927)\Creatures du chaos _ Le vampire - Bryan Perro.epub'"
"01/05/2026 19:25:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\C.J. Box\Au bout de la route, l'enfer (28014)\Au bout de la route, l'enfer - C.J. Box.epub'"
"01/05/2026 19:25:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'von-rundstedt-laurent schang.epub' dans 'F:\livres\calibre\ebooks\C.J. Box\Pieges dans le Yellowstone (28015)\Pieges dans le Yellowstone - C.J. Box.epub'"
"01/05/2026 19:25:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'F:\livres\calibre\ebooks\Camille Vestri\Les secrets de la librairie enchan (28444)\Les secrets de la librairie enc - Camille Vestri.epub'"
"01/05/2026 19:25:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Carole Declercq\Enquete etrusque au Louvre (27891)\Enquete etrusque au Louvre - Carole Declercq.epub'"
"01/05/2026 19:25:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Caroline G_\Je deteste Noel_._ Mais toi, je t' (27665)\Je deteste Noel_._ Mais toi, je - Caroline G_.epub'"
"01/05/2026 19:25:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Cathy Galliegue\Contre nature (27473)\Contre nature - Cathy Galliegue.epub'"
"01/05/2026 19:25:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Cedric Villani\Le Manifeste du Crapaud Fou (27583)\Le Manifeste du Crapaud Fou - Cedric Villani.epub'"
"01/05/2026 19:25:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'F:\livres\calibre\ebooks\Christian LAVAL\Marx en Amerique (28456)\Marx en Amerique - Christian LAVAL.epub'"
"01/05/2026 19:25:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\EPUB 5+MB.jpg' dans 'F:\livres\calibre\ebooks\Collectif\Les Samourais (29233)\Les Samourais - Collectif.epub'"
"01/05/2026 19:25:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Cyril Herry\Nos secrets jamais (27499)\Nos secrets jamais - Cyril Herry.epub'"
"01/05/2026 19:25:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'F:\livres\calibre\ebooks\Damien Leban\Bruno Heisen - 05 - Ennemis intime (28461)\Bruno Heisen - 05 - Ennemis int - Damien Leban.epub'"
"01/05/2026 19:25:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Daniel Lesueur\John Wayne Gacy. Le clown tueur (27476)\John Wayne Gacy. Le clown tueur - Daniel Lesueur.epub'"
"01/05/2026 19:25:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Daniel Woodrell\La mort du petit coeur (27492)\La mort du petit coeur - Daniel Woodrell.epub'"
"01/05/2026 19:25:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Daria Desombre\Les Disparues du tableau (27730)\Les Disparues du tableau - Daria Desombre.epub'"
"01/05/2026 19:25:05","Batch-Delete-BigFileinEpub","<Action> Suppression de 'Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\David Liss\L'assassin ethique (27385)\L'assassin ethique - David Liss.epub'"
"01/05/2026 19:25:05","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Denis DRUMMOND\Le Dit du vivant (27995)\Le Dit du vivant - Denis DRUMMOND.epub'"
"01/05/2026 19:25:05","Batch-Delete-BigFileinEpub","<Action> Suppression de 'Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Dominique Frischer\Zweig, autopsie d'un suicide (27456)\Zweig, autopsie d'un suicide - Dominique Frischer.epub'"
